City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
674,Jiazi,CN,80.4,overcast clouds,22.8779,116.067,Hotel Jin Hao
675,Yaan,NG,86.79,overcast clouds,7.3833,8.5667,
676,Shubarshi,KZ,76.78,overcast clouds,48.5872,57.1869,
678,Kulhudhuffushi,MV,82.6,overcast clouds,6.6221,73.07,Haajy Guest House 1
679,Ternate,ID,80.85,scattered clouds,0.8,127.4,Sahid Bela Ternate Hotel
681,Savinka,RU,85.98,clear sky,50.0785,47.0994,
684,Tautira,PF,78.76,scattered clouds,-17.7333,-149.15,Pension Oaoa
686,Faya,SA,77.52,overcast clouds,18.3851,42.4509,املاك خالد الشعشوع
687,Atar,MR,76.15,light rain,20.5169,-13.0499,Oumou Elghoura
691,Kastamonu,TR,77.29,clear sky,41.5,33.6667,Kasaba Orencik Koyu Muhtarligi
692,Auki,SB,76.26,overcast clouds,-8.7676,160.7034,Auki Motel
695,Hami,CN,85.1,overcast clouds,42.8,93.45,Laoyutang Resort
696,Virginia Beach,US,76.05,scattered clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
697,Lasa,IT,83.7,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
704,Vila Do Maio,CV,75.43,light rain,15.1333,-23.2167,Hotel Marilu
708,Jiexiu,CN,82.63,overcast clouds,37.0244,111.9125,IU Hotel Jinzhong Yuhua Road
709,Mayya,RU,70.92,overcast clouds,61.7333,130.2811,
