City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country,Date
181,Portland,45.5234,-122.6762,56.08,83,100,8.05,overcast clouds,US,2022-06-20 13:56:52
182,Aklavik,68.2191,-135.0107,41.95,66,100,7.05,overcast clouds,CA,2022-06-20 14:04:59
183,Myitkyina,25.3833,97.4,75.13,97,18,0.74,few clouds,MM,2022-06-20 14:05:09
184,Pokhara,28.2333,83.9833,71.56,85,55,3.4,broken clouds,NP,2022-06-20 14:04:29
185,Krasnogorsk,55.8225,37.3181,68.25,49,40,11.18,scattered clouds,RU,2022-06-20 14:05:10
186,Bilibino,68.0546,166.4372,52.12,82,100,6.8,light rain,RU,2022-06-20 14:05:11
187,Pevek,69.7008,170.3133,44.35,77,98,17.27,overcast clouds,RU,2022-06-20 14:05:11
188,Bandarbeyla,9.4942,50.8122,81.34,67,62,30.87,broken clouds,SO,2022-06-20 14:05:12
189,Bouna,9.2667,-3.0,94.32,38,18,5.5,few clouds,CI,2022-06-20 14:05:13
190,Sheridan,44.8333,-106.9173,58.32,82,100,1.01,overcast clouds,US,2022-06-20 14:05:13
191,Kaitangata,-46.2817,169.8464,37.02,93,11,3.74,few clouds,NZ,2022-06-20 14:05:14
192,Brae,60.3964,-1.353,51.91,97,100,20.18,light rain,GB,2022-06-20 14:05:14
193,Nouakchott,18.0858,-15.9785,85.93,81,90,10.09,overcast clouds,MR,2022-06-20 14:05:15
194,Lorengau,-2.0226,147.2712,78.82,81,96,3.13,overcast clouds,PG,2022-06-20 14:05:16
195,Poum,-20.2333,164.0167,72.3,61,4,18.3,clear sky,NC,2022-06-20 14:05:16
196,Warangal,18.0,79.5833,87.96,59,100,6.29,light rain,IN,2022-06-20 14:02:23
197,Vicente Guerrero,19.1194,-98.1708,56.59,54,98,8.12,overcast clouds,MX,2022-06-20 14:05:17
198,Loanda,-8.8368,13.2343,82.4,51,40,5.75,scattered clouds,AO,2022-06-20 14:04:57
199,Balikpapan,-1.2675,116.8289,81.59,89,20,4.61,few clouds,ID,2022-06-20 14:05:18
200,Springbok,-29.6643,17.8865,58.69,66,98,31.59,overcast clouds,ZA,2022-06-20 14:05:19
201,Grootfontein,-19.5667,18.1167,69.24,21,6,19.77,clear sky,NA,2022-06-20 14:05:19
202,Mayumba,-3.432,10.6554,75.33,75,37,12.03,scattered clouds,GA,2022-06-20 14:05:20
203,Rock Sound,24.9,-76.2,81.64,71,100,1.16,overcast clouds,BS,2022-06-20 14:05:20
204,Isangel,-19.55,169.2667,70.11,67,87,8.63,overcast clouds,VU,2022-06-20 14:05:21
205,Mehamn,71.0357,27.8492,53.55,62,20,2.3,few clouds,NO,2022-06-20 14:05:22
206,Vila Velha,-20.3297,-40.2925,75.15,81,40,9.22,scattered clouds,BR,2022-06-20 14:04:07
207,Paamiut,61.994,-49.6678,38.23,97,100,14.92,light rain,GL,2022-06-20 14:05:22
208,Mariara,10.2964,-67.7181,78.13,63,90,2.46,overcast clouds,VE,2022-06-20 14:05:23
209,Necochea,-38.5473,-58.7368,46.72,63,92,14.0,overcast clouds,AR,2022-06-20 14:05:24
210,Alice Springs,-23.7,133.8833,49.55,71,0,0.0,clear sky,AU,2022-06-20 14:02:34
211,Ambanja,-13.6833,48.45,75.72,82,10,4.07,moderate rain,MG,2022-06-20 14:05:25
212,Port Elizabeth,-33.918,25.5701,63.1,86,100,7.0,overcast clouds,ZA,2022-06-20 14:03:20
213,Rundu,-17.9333,19.7667,83.32,17,5,12.01,clear sky,NA,2022-06-20 14:05:26
214,Healdsburg,38.6105,-122.8692,69.91,70,0,0.0,clear sky,US,2022-06-20 14:05:26
215,Bonthe,7.5264,-12.505,85.05,59,65,10.2,broken clouds,SL,2022-06-20 14:05:27
216,Hervey Bay,-25.2986,152.8535,58.01,90,37,3.0,scattered clouds,AU,2022-06-20 14:05:28
217,Thompson,55.7435,-97.8558,62.08,87,100,7.4,overcast clouds,CA,2022-06-20 14:05:28
218,Burnie,-41.0667,145.9167,53.94,92,100,16.49,moderate rain,AU,2022-06-20 14:05:30
219,Inyonga,-6.7167,32.0667,82.76,26,31,5.55,scattered clouds,TZ,2022-06-20 14:05:30
220,Campbell River,50.0163,-125.2446,55.45,77,100,3.78,overcast clouds,CA,2022-06-20 14:04:36
221,Astoria,46.1879,-123.8313,55.29,84,100,0.0,overcast clouds,US,2022-06-20 14:05:31
222,Hobyo,5.3505,48.5268,81.14,72,89,31.18,overcast clouds,SO,2022-06-20 14:05:32
223,Narsaq,60.9167,-46.05,46.62,94,100,1.72,overcast clouds,GL,2022-06-20 14:05:33
224,Coihaique,-45.5752,-72.0662,35.55,80,20,5.75,few clouds,CL,2022-06-20 14:05:34
225,Guerrero Negro,27.9769,-114.0611,64.42,80,0,10.54,clear sky,MX,2022-06-20 14:05:34
226,Cileungsi,-6.3947,106.9592,78.04,85,69,2.01,moderate rain,ID,2022-06-20 14:03:55
227,Kodiak,57.79,-152.4072,47.71,87,100,4.61,overcast clouds,US,2022-06-20 14:05:35
228,Namibe,-15.1961,12.1522,67.62,59,0,9.73,clear sky,AO,2022-06-20 14:05:36
229,Flinders,-34.5833,150.8552,56.37,84,13,1.99,few clouds,AU,2022-06-20 14:05:36
230,Kaoma,-14.7833,24.8,81.97,22,6,5.44,clear sky,ZM,2022-06-20 14:05:47
231,Avera,33.194,-82.5271,79.38,40,100,3.22,overcast clouds,US,2022-06-20 14:05:47
232,Richards Bay,-28.783,32.0377,68.94,67,17,6.53,few clouds,ZA,2022-06-20 14:05:48
233,Sri Aman,1.2376,111.4621,75.65,94,100,1.05,moderate rain,MY,2022-06-20 14:05:48
234,Arraial Do Cabo,-22.9661,-42.0278,75.06,69,20,11.5,few clouds,BR,2022-06-20 14:05:49
235,Bubaque,11.2833,-15.8333,79.66,77,100,8.43,overcast clouds,GW,2022-06-20 14:05:49
236,Niono,14.2526,-5.993,94.84,35,12,4.97,few clouds,ML,2022-06-20 14:05:50
237,Te Anau,-45.4167,167.7167,32.85,96,68,1.3,broken clouds,NZ,2022-06-20 14:05:51
238,Luena,-11.7833,19.9167,82.24,19,9,4.5,clear sky,AO,2022-06-20 14:05:52
239,Lagoa,39.05,-27.9833,63.01,75,7,17.34,clear sky,PT,2022-06-20 14:05:53
240,Bagdarin,54.4333,113.6,52.36,92,100,0.34,overcast clouds,RU,2022-06-20 14:05:54
241,Laguna,38.421,-121.4238,69.08,63,0,6.91,clear sky,US,2022-06-20 14:05:54
242,Zhigansk,66.7697,123.3711,45.3,52,0,21.09,clear sky,RU,2022-06-20 14:05:55
243,Georgetown,5.4112,100.3354,82.33,83,40,0.0,thunderstorm,MY,2022-06-20 14:02:50
244,Yar-Sale,66.8333,70.8333,70.59,53,100,9.1,overcast clouds,RU,2022-06-20 14:05:55
245,Gravdal,68.1214,13.5031,49.89,87,75,12.66,broken clouds,NO,2022-06-20 14:05:56
246,Corrientes,-27.4806,-58.8341,65.01,73,3,1.99,clear sky,AR,2022-06-20 14:05:57
247,Ngunguru,-35.6167,174.5,56.52,65,96,29.35,overcast clouds,NZ,2022-06-20 14:05:58
248,Tayabo,15.8342,121.0308,76.82,89,99,4.52,overcast clouds,PH,2022-06-20 14:05:58
249,Bushehr,28.9684,50.8385,93.34,49,1,6.49,clear sky,IR,2022-06-20 14:05:59
250,Fairbanks,64.8378,-147.7164,55.6,91,100,4.61,light rain,US,2022-06-20 14:05:43
251,Rantepao,-2.9701,119.8978,65.5,97,48,2.1,scattered clouds,ID,2022-06-20 14:06:00
252,Kahului,20.8947,-156.47,75.85,86,6,5.01,clear sky,US,2022-06-20 13:57:54
253,Vardo,70.3705,31.1107,46.38,81,20,9.22,few clouds,NO,2022-06-20 14:06:01
254,Puerto Escondido,15.85,-97.0667,77.83,73,75,6.91,broken clouds,MX,2022-06-20 14:06:02
255,Gazanjyk,39.2446,55.5154,94.57,13,0,16.08,clear sky,TM,2022-06-20 14:06:02
256,Svirstroy,60.7999,33.7248,60.08,80,87,5.1,overcast clouds,RU,2022-06-20 14:06:03
257,Asyut,27.181,31.1837,98.64,11,0,18.92,clear sky,EG,2022-06-20 14:06:05
258,Imbituba,-28.24,-48.6703,66.09,69,0,1.99,clear sky,BR,2022-06-20 14:02:39
259,Pacific Grove,36.6177,-121.9166,53.28,91,0,5.01,clear sky,US,2022-06-20 14:03:29
260,Shirokiy,49.758,129.523,58.78,95,100,17.13,overcast clouds,RU,2022-06-20 14:06:06
261,Toora-Khem,52.4675,96.11,59.92,54,15,2.37,few clouds,RU,2022-06-20 14:06:07
